sample_id,split,original_split,dataset_part,scene_name,camera,annotation_file,annotation_record_index,image_path,video_frame,local_class,global_person_id,bbox_x,bbox_y,bbox_w,bbox_h,image_width,image_height,bbox_area,exclusion_reason
aghri_00002141,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,133,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547816_064062263.png,133,07,person_07,28,153,29,70,672,376,2030,
aghri_00002146,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,138,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547816_464765263.png,138,07,person_07,27.375,153.375,30,65.124,672,376,1953.723,
aghri_00002151,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,143,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547816_864916263.png,143,07,person_07,22.999,154,30,56.998,672,376,1709.929,
aghri_00002156,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,148,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547817_198878263.png,148,07,person_07,18.998,151.499,30.5,64.003,672,376,1952.117,
aghri_00002161,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,153,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547817_599214263.png,153,07,person_07,13.996,148.372,31.126,72.758,672,376,2264.616,
aghri_00002166,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,158,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547818_735967263.png,158,07,person_07,15,147.606,27.819,76,672,376,2114.263,
aghri_00002171,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,163,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547819_669382263.png,163,07,person_07,14.817,147.366,26.366,75.451,672,376,1989.346,
aghri_00002176,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,168,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547820_204493263.png,168,07,person_07,13.749,148.499,27.499,73,672,376,2007.422,
aghri_00002181,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,173,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547820_604168263.png,173,07,person_07,13.123,147.246,26.246,73,672,376,1915.976,
aghri_00002186,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,178,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547821_072152263.png,178,07,person_07,12.771,147.229,26.229,73,672,376,1914.737,
aghri_00002191,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,183,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547821_539114263.png,183,07,person_07,12.198,147.802,26.802,73,672,376,1956.578,
aghri_00002196,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,188,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547822_140743263.png,188,07,person_07,10.624,148.917,26.083,73.917,672,376,1927.965,
aghri_00002201,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,193,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547822_541025263.png,193,07,person_07,7.854,150,24.312,72.708,672,376,1767.703,
aghri_00002206,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,198,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547823_208434263.png,198,07,person_07,4,143,22,72,672,376,1584,
aghri_00002211,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,203,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547823_609539263.png,203,07,person_07,4.573,149.427,22.573,65.573,672,376,1480.18,
aghri_00002216,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,208,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547824_077371263.png,208,07,person_07,5.458,149.458,23.343,65.771,672,376,1535.309,
aghri_00002221,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,213,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547824_547258263.png,213,07,person_07,5,138,28,77,672,376,2156,
aghri_00002226,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,218,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547824_946696263.png,218,07,person_07,10,154,26,67,672,376,1742,
aghri_00002231,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,223,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547825_412275263.png,223,07,person_07,17,156,31,65,672,376,2015,
aghri_00002236,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,228,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547825_747185263.png,228,07,person_07,19.847,157.423,27.306,65.73,672,376,1794.839,
aghri_00002241,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,233,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547826_081203263.png,233,07,person_07,20.905,157.953,25.189,64.142,672,376,1615.689,
aghri_00002246,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,238,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547826_480726263.png,238,07,person_07,22.031,157.656,25.344,64,672,376,1622,
aghri_00002251,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,243,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547827_283243263.png,243,07,person_07,33,154,27,64,672,376,1728,
aghri_00002256,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,248,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547827_882727263.png,248,07,person_07,41,156,31,65,672,376,2015,
aghri_00002261,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,253,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547828_284277263.png,253,07,person_07,46.037,153.716,26.633,64.716,672,376,1723.571,
aghri_00002266,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,258,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547828_617352263.png,258,07,person_07,54,154,22,63,672,376,1386,
aghri_00002271,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,265,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547829_085038263.png,265,07,person_07,64,148,25,59,672,376,1475,
aghri_00002276,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,270,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547829_419504263.png,270,07,person_07,70,160,25,57,672,376,1425,
aghri_00002281,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,275,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547829_752445263.png,275,07,person_07,73.15,156.006,25,55.569,672,376,1389.223,
aghri_00002286,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,280,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547830_153216263.png,280,07,person_07,73.877,155.375,23.874,56,672,376,1336.936,
aghri_00002291,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,285,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547830_486975263.png,285,07,person_07,77.005,156.001,21.997,56,672,376,1231.829,
aghri_00002296,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,290,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547830_821870263.png,290,07,person_07,78.501,155.625,23.877,56,672,376,1337.098,
aghri_00002301,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,295,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547831_154905263.png,295,07,person_07,81.004,154.999,27.005,56,672,376,1512.261,
aghri_00002306,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,300,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547831_488670263.png,300,07,person_07,83.537,157.748,25.943,54.943,672,376,1425.379,
aghri_00002311,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,305,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547831_956779263.png,305,07,person_07,89.88,164.62,23.3,52.3,672,376,1218.603,
aghri_00002316,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,310,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547832_356704263.png,310,07,person_07,91.76,167.724,21.862,51.689,672,376,1130.036,
aghri_00002321,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,315,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547832_760510263.png,315,07,person_07,85.558,166.346,21.173,55.134,672,376,1167.365,
aghri_00002326,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,320,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547833_291709263.png,320,07,person_07,75.527,154.536,21,57.495,672,376,1207.4,
aghri_00002331,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,325,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547833_628396263.png,325,07,person_07,67,143,21,59,672,376,1239,
aghri_00002336,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,330,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547833_959361263.png,330,07,person_07,60.095,145.071,21.69,61.071,672,376,1324.666,
aghri_00002341,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,337,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547834_627154263.png,337,07,person_07,54.936,152.192,21.174,60.762,672,376,1286.593,
aghri_00002346,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,342,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547835_094597263.png,342,07,person_07,50.353,160.177,20.549,59.686,672,376,1226.482,
aghri_00002351,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,347,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547835_695540263.png,347,07,person_07,40.46,156.379,23.847,63.694,672,376,1518.888,
aghri_00002356,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,352,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547836_430190263.png,352,07,person_07,48.041,159.417,23.917,61.542,672,376,1471.864,
aghri_00002361,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,357,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547837_299141263.png,357,07,person_07,44,138,24,69,672,376,1656,
aghri_00002366,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,362,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547837_832332263.png,362,07,person_07,35.216,141.804,27.196,68.804,672,376,1871.19,
aghri_00002371,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,367,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547838_235045263.png,367,07,person_07,32,141,28,68,672,376,1904,
aghri_00002376,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,372,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547838_700588263.png,372,07,person_07,34,152,26,74,672,376,1924,
aghri_00002378,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,0,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979200_498316920.png,0,08,person_08,221,161,32,90,640,360,2880,
aghri_00002383,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,5,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979200_922954854.png,5,08,person_08,219.375,162,31.375,91,640,360,2855.082,
aghri_00002388,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,10,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_251214992.png,10,08,person_08,218.503,162.497,31.248,91,640,360,2843.597,
aghri_00002393,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,15,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_413967340.png,15,08,person_08,217.676,163.324,31.662,91,640,360,2881.259,
aghri_00002398,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,20,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_610430133.png,20,08,person_08,217,163.842,32,91.158,640,360,2917.054,
aghri_00002403,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,25,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_811260680.png,25,08,person_08,217,163.447,32,91.553,640,360,2929.688,
