sample_id,split,original_split,dataset_part,scene_name,camera,annotation_file,annotation_record_index,source_image_path,crop_path,video_frame,local_class,global_person_id,integer_identity_label,bbox_x,bbox_y,bbox_w,bbox_h,crop_width,crop_height
aghri_00002356,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,352,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547836_430190263.png,/tmp/aghri_reid_stage1_export/crops/train/person_07/aghri_00002356_cam_zed_rgb_f000352.jpg,352,07,person_07,0,48.041,159.417,23.917,61.542,24,62
aghri_00002361,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,357,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547837_299141263.png,/tmp/aghri_reid_stage1_export/crops/train/person_07/aghri_00002361_cam_zed_rgb_f000357.jpg,357,07,person_07,0,44,138,24,69,24,69
aghri_00002366,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,362,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547837_832332263.png,/tmp/aghri_reid_stage1_export/crops/train/person_07/aghri_00002366_cam_zed_rgb_f000362.jpg,362,07,person_07,0,35.216,141.804,27.196,68.804,27,69
aghri_00002371,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,367,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547838_235045263.png,/tmp/aghri_reid_stage1_export/crops/train/person_07/aghri_00002371_cam_zed_rgb_f000367.jpg,367,07,person_07,0,32,141,28,68,28,68
aghri_00002376,train,train,dataset_part2,in_straw_2pick_diff_mv_10_10_2024_2_a_label,cam_zed_rgb,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/annotations/cam_zed_rgb_ann.json,372,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/in_straw_2pick_diff_mv_10_10_2024_2_a_label/sensor_data/cam_zed_rgb/1728547838_700588263.png,/tmp/aghri_reid_stage1_export/crops/train/person_07/aghri_00002376_cam_zed_rgb_f000372.jpg,372,07,person_07,0,34,152,26,74,26,74
aghri_00002378,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,0,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979200_498316920.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002378_cam_fish_front_f000000.jpg,0,08,person_08,1,221,161,32,90,32,90
aghri_00002383,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,5,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979200_922954854.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002383_cam_fish_front_f000005.jpg,5,08,person_08,1,219.375,162,31.375,91,31,91
aghri_00002388,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,10,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_251214992.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002388_cam_fish_front_f000010.jpg,10,08,person_08,1,218.503,162.497,31.248,91,31,91
aghri_00002393,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,15,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_413967340.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002393_cam_fish_front_f000015.jpg,15,08,person_08,1,217.676,163.324,31.662,91,32,91
aghri_00002398,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,20,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_610430133.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002398_cam_fish_front_f000020.jpg,20,08,person_08,1,217,163.842,32,91.158,32,91
aghri_00002403,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,25,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_811260680.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002403_cam_fish_front_f000025.jpg,25,08,person_08,1,217,163.447,32,91.553,32,92
aghri_00002408,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,30,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979201_966355968.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002408_cam_fish_front_f000030.jpg,30,08,person_08,1,217,163.052,32,91.948,32,92
aghri_00002413,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,35,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979202_166674183.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002413_cam_fish_front_f000035.jpg,35,08,person_08,1,217.234,163,32.078,91.922,32,92
aghri_00002418,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,40,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979202_363014616.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002418_cam_fish_front_f000040.jpg,40,08,person_08,1,218.406,163,32.469,91.531,32,92
aghri_00002423,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,45,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979202_622587808.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002423_cam_fish_front_f000045.jpg,45,08,person_08,1,219.578,163,32.859,91.141,33,91
aghri_00002428,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,50,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979202_819897603.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002428_cam_fish_front_f000050.jpg,50,08,person_08,1,220.801,163,33,91,33,91
aghri_00002433,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,55,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979203_014904635.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002433_cam_fish_front_f000055.jpg,55,08,person_08,1,222.135,163,33,91,33,91
aghri_00002438,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,60,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979203_414461177.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002438_cam_fish_front_f000060.jpg,60,08,person_08,1,224,163,33,91,33,91
aghri_00002443,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,65,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979203_610814167.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002443_cam_fish_front_f000065.jpg,65,08,person_08,1,224.357,163.357,32.286,90.643,32,91
aghri_00002448,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,70,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979203_805307751.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002448_cam_fish_front_f000070.jpg,70,08,person_08,1,224.714,163.714,31.571,90.286,32,90
aghri_00002453,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,75,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979204_061550524.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002453_cam_fish_front_f000075.jpg,75,08,person_08,1,225,164,31,90,31,90
aghri_00002458,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,80,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979204_227426861.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002458_cam_fish_front_f000080.jpg,80,08,person_08,1,225,163.648,30.296,90,30,90
aghri_00002463,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,85,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979204_454479891.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002463_cam_fish_front_f000085.jpg,85,08,person_08,1,225,163.296,29.592,90,30,90
aghri_00002468,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,90,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979204_718300529.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002468_cam_fish_front_f000090.jpg,90,08,person_08,1,225,163,29,90,29,90
aghri_00002473,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,95,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979204_885149428.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002473_cam_fish_front_f000095.jpg,95,08,person_08,1,226.281,162.68,29.32,89.039,29,89
aghri_00002478,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,100,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979205_045758977.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002478_cam_fish_front_f000100.jpg,100,08,person_08,1,227.562,162.359,29.641,88.078,30,88
aghri_00002483,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,105,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979205_307008334.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002483_cam_fish_front_f000105.jpg,105,08,person_08,1,228.844,162.039,29.961,87.117,30,87
aghri_00002488,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,110,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979205_471631695.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002488_cam_fish_front_f000110.jpg,110,08,person_08,1,229.058,161.942,29.942,86.942,30,87
aghri_00002493,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,115,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979205_634086274.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002493_cam_fish_front_f000115.jpg,115,08,person_08,1,229.351,161.649,29.649,86.649,30,87
aghri_00002498,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,120,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979205_832257530.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002498_cam_fish_front_f000120.jpg,120,08,person_08,1,229.643,161.357,29.357,86.357,29,86
aghri_00002503,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,125,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979205_995117931.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002503_cam_fish_front_f000125.jpg,125,08,person_08,1,229.936,161.064,29.064,86.064,29,86
aghri_00002508,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,130,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979206_190437217.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002508_cam_fish_front_f000130.jpg,130,08,person_08,1,230.228,160.772,28.772,85.772,29,86
aghri_00002513,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,135,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979206_358234429.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002513_cam_fish_front_f000135.jpg,135,08,person_08,1,230.772,161.257,28.228,84.455,28,84
aghri_00002518,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,140,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979206_562208924.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002518_cam_fish_front_f000140.jpg,140,08,person_08,1,231.738,161.579,27.262,82.524,27,83
aghri_00002523,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,145,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979206_714001908.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002523_cam_fish_front_f000145.jpg,145,08,person_08,1,232.703,161.901,26.297,80.594,26,81
aghri_00002528,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,150,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979206_879170313.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002528_cam_fish_front_f000150.jpg,150,08,person_08,1,233.669,162.223,25.331,78.663,25,79
aghri_00002533,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,155,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979207_073267003.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002533_cam_fish_front_f000155.jpg,155,08,person_08,1,234.206,164.411,25.598,77.388,26,77
aghri_00002538,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,160,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979207_269298086.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002538_cam_fish_front_f000160.jpg,160,08,person_08,1,236.215,168.431,24.928,73.033,25,73
aghri_00002543,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,165,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979207_566713179.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002543_cam_fish_front_f000165.jpg,165,08,person_08,1,238.225,172.45,24.258,68.679,24,69
aghri_00002548,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,170,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979207_762449175.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002548_cam_fish_front_f000170.jpg,170,08,person_08,1,239.672,175.12,24.224,66.328,24,66
aghri_00002553,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,175,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979207_990892988.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002553_cam_fish_front_f000175.jpg,175,08,person_08,1,240.791,176.986,24.597,65.209,25,65
aghri_00002558,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,180,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979208_154773356.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002558_cam_fish_front_f000180.jpg,180,08,person_08,1,241.911,178.852,24.97,64.089,25,64
aghri_00002563,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,185,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979208_319324667.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002563_cam_fish_front_f000185.jpg,185,08,person_08,1,242.313,179,24.53,63.687,25,64
aghri_00002568,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,190,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979208_647383422.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002568_cam_fish_front_f000190.jpg,190,08,person_08,1,243.096,179,23.356,62.904,23,63
aghri_00002573,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,195,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979208_848470051.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002573_cam_fish_front_f000195.jpg,195,08,person_08,1,244,179,22,62,22,62
aghri_00002578,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,200,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979209_006808041.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002578_cam_fish_front_f000200.jpg,200,08,person_08,1,245.846,180.108,22,59.415,22,59
aghri_00002583,train,train,dataset_part3,in_straw_3push_diff_mv_11_07_2024_1_label,cam_fish_front,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/annotations/cam_fish_front_ann.json,205,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part3/in_straw_3push_diff_mv_11_07_2024_1_label/sensor_data/cam_fish_front/1730979209_202540582.png,/tmp/aghri_reid_stage1_export/crops/train/person_08/aghri_00002583_cam_fish_front_f000205.jpg,205,08,person_08,1,247.693,181.216,22,56.83,22,57
